;Unnamed: 0;Value;tweet;cleaning;tweet_tokens;tweet_stopwords;normalization;text_stemming;category
37;37;Negatif;Ternyata tidak mudah menjadi warga negara yang baik. Maksud hati menuruti aturan pemerintah, apa daya terbentur mekanisme yang entah lah.... @PLindungi @pedulilindungi  https://t.co/9uQZFErkYU;ternyata tidak mudah menjadi warga negara yang baik maksud hati menuruti aturan pemerintah apa daya terbentur mekanisme yang entah lah;['ternyata', 'tidak', 'mudah', 'menjadi', 'warga', 'negara', 'yang', 'baik', 'maksud', 'hati', 'menuruti', 'aturan', 'pemerintah', 'apa', 'daya', 'terbentur', 'mekanisme', 'yang', 'entah', 'lah'];['mudah', 'warga', 'negara', 'hati', 'menuruti', 'aturan', 'pemerintah', 'daya', 'terbentur', 'mekanisme'];mudah warga negara hati menuruti aturan pemerintah daya terbentur mekanisme;mudah warga negara hati turut atur perintah daya bentur mekanisme;0
38;38;Negatif;Ternyata data gue belum diinput. Terus mereka ngapain ngedata gue pas ditempat vaksin? Kalo trnyata gak diinput? Gue minta kontak untuk pengaduan tp mereka malah bilang 100% menerima dr faskes. @PLindungi  https://t.co/cr1yLTtQ6B;ternyata data gue belum diinput terus mereka ngapain ngedata gue pas ditempat vaksin kalo trnyata gak diinput gue minta kontak untuk pengaduan tp mereka malah bilang menerima dr faskes;['ternyata', 'data', 'gue', 'belum', 'diinput', 'terus', 'mereka', 'ngapain', 'ngedata', 'gue', 'pas', 'ditempat', 'vaksin', 'kalo', 'trnyata', 'gak', 'diinput', 'gue', 'minta', 'kontak', 'untuk', 'pengaduan', 'tp', 'mereka', 'malah', 'bilang', 'menerima', 'dr', 'faskes'];['data', 'gue', 'diinput', 'ngapain', 'ngedata', 'gue', 'pas', 'ditempat', 'vaksin', 'trnyata', 'diinput', 'gue', 'kontak', 'pengaduan', 'menerima', 'faskes'];data gue diinput mengapai ngedata gue pas ditempat vaksin ternyata diinput gue kontak pengaduan menerima faskes;data gue diinput kapai ngedata gue pas tempat vaksin nyata diinput gue kontak adu terima faskes;0
39;39;Negatif;Temen yang diajak nonton malah vaksinnya gak ke deteksi di PeduliLindungi, mending nontonnya besok saja lah ðð;temen yang diajak nonton malah vaksinnya gak ke deteksi di pedulilindungi mending nontonnya besok saja lah;['temen', 'yang', 'diajak', 'nonton', 'malah', 'vaksinnya', 'gak', 'ke', 'deteksi', 'di', 'pedulilindungi', 'mending', 'nontonnya', 'besok', 'saja', 'lah'];['temen', 'diajak', 'nonton', 'vaksinnya', 'deteksi', 'pedulilindungi', 'mending', 'nontonnya', 'besok'];teman diajak menonton vaksinnya deteksi pedulilindungi mending nontonnya besok;teman ajak tonton vaksin deteksi pedulilindungi mending nontonnya besok;0
40;40;Negatif;Telat 3 menit gara2 scan qr pedulilindungi error terus;telat menit gara scan qr pedulilindungi error terus;['telat', 'menit', 'gara', 'scan', 'qr', 'pedulilindungi', 'error', 'terus'];['telat', 'menit', 'gara', 'scan', 'qr', 'pedulilindungi', 'error'];telat menit gara scan qr pedulilindungi error;telat menit gara scan qr pedulilindungi error;0
41;41;Negatif;Tanyarl, hi! Ada yg sertifikal v4ks1n nya salah nama ga? Aku mau ajuin v4ks1n ke 2 gagal mulu di peduli lindungi karna nama, masa harus ditypoin? ð­ harus gimana ya? Pls help me guys ð­ðð»  https://t.co/RLYcAAS7ZS;tanyarl hi ada yg sertifikal vksn nya salah nama ga aku mau ajuin vksn ke gagal mulu di peduli lindungi karna nama masa harus ditypoin harus gimana ya pls help me guys;['tanyarl', 'hi', 'ada', 'yg', 'sertifikal', 'vksn', 'nya', 'salah', 'nama', 'ga', 'aku', 'mau', 'ajuin', 'vksn', 'ke', 'gagal', 'mulu', 'di', 'peduli', 'lindungi', 'karna', 'nama', 'masa', 'harus', 'ditypoin', 'harus', 'gimana', 'ya', 'pls', 'help', 'me', 'guys'];['tanyarl', 'hi', 'sertifikal', 'vksn', 'salah', 'nama', 'ajuin', 'vksn', 'gagal', 'mulu', 'peduli', 'lindungi', 'karna', 'nama', 'ditypoin', 'pls', 'help'];tanyarl hi sertifikal vksn salah nama ajuin vksn gagal mulu peduli lindungi karena nama ditypoin pls help;tanyarl hi sertifikal vksn salah nama ajuin vksn gagal mulu peduli lindung karena nama ditypoin pls help;0
42;42;Negatif;Tanyarl kan aku mau vaksieen ke-2 tp gada kertas vaksien nya, terus aku coba di peduli lindungi tapi nik nya gak valid. Itu kira2 kenapa yaaa???  https://t.co/B5q9VID7f0;tanyarl kan aku mau vaksieen ke tp gada kertas vaksien nya terus aku coba di peduli lindungi tapi nik nya gak valid itu kira kenapa yaaa;['tanyarl', 'kan', 'aku', 'mau', 'vaksieen', 'ke', 'tp', 'gada', 'kertas', 'vaksien', 'nya', 'terus', 'aku', 'coba', 'di', 'peduli', 'lindungi', 'tapi', 'nik', 'nya', 'gak', 'valid', 'itu', 'kira', 'kenapa', 'yaaa'];['tanyarl', 'vaksieen', 'gada', 'kertas', 'vaksien', 'coba', 'peduli', 'lindungi', 'nik', 'valid'];tanyarl vaksieen enggak ada kertas vaksien coba peduli lindungi nik valid;tanyarl vaksieen enggak ada kertas vaksien coba peduli lindung nik valid;0
43;43;Negatif;Tai lah udah buru buru ke rumah sakit end up nya di prank sama @pedulilindungi @KemenkesRI astra zeneca 3 bulan blok.  https://t.co/QBK8WDtowm;tai lah udah buru buru ke rumah sakit end up nya di prank sama astra zeneca bulan blok;['tai', 'lah', 'udah', 'buru', 'buru', 'ke', 'rumah', 'sakit', 'end', 'up', 'nya', 'di', 'prank', 'sama', 'astra', 'zeneca', 'bulan', 'blok'];['tai', 'buru', 'buru', 'rumah', 'sakit', 'end', 'up', 'prank', 'astra', 'zeneca', 'blok'];tahi buru buru rumah sakit end up prank astra zeneca blok;tahi buru buru rumah sakit end up prank astra zeneca blok;0
44;44;Negatif;tadi siang mau bukak peduli lindungi malah bukak kita bisa , tolol bgt asli;tadi siang mau bukak peduli lindungi malah bukak kita bisa tolol bgt asli;['tadi', 'siang', 'mau', 'bukak', 'peduli', 'lindungi', 'malah', 'bukak', 'kita', 'bisa', 'tolol', 'bgt', 'asli'];['siang', 'bukak', 'peduli', 'lindungi', 'bukak', 'tolol', 'asli'];siang buka peduli lindungi buka tolol asli;siang buka peduli lindung buka tolol asli;0
45;45;Negatif;Syg! Paksin dosis pertama dan kedua tuh harus ditempat yang sama apa bisa di beda tmpt? Soalnya aku dosis 1nya di cirebon,trs skrg ngerantau ke garut, untk dosis 2 di pedulilindungi hrsnya di crbn,tp kalo pulang hanya utk paksin kan gmn ya capek dijalanð­ wahyu;syg paksin dosis pertama dan kedua tuh harus ditempat yang sama apa bisa di beda tmpt soalnya aku dosis nya di cirebontrs skrg ngerantau ke garut untk dosis di pedulilindungi hrsnya di crbntp kalo pulang hanya utk paksin kan gmn ya capek dijalan wahyu;['syg', 'paksin', 'dosis', 'pertama', 'dan', 'kedua', 'tuh', 'harus', 'ditempat', 'yang', 'sama', 'apa', 'bisa', 'di', 'beda', 'tmpt', 'soalnya', 'aku', 'dosis', 'nya', 'di', 'cirebontrs', 'skrg', 'ngerantau', 'ke', 'garut', 'untk', 'dosis', 'di', 'pedulilindungi', 'hrsnya', 'di', 'crbntp', 'kalo', 'pulang', 'hanya', 'utk', 'paksin', 'kan', 'gmn', 'ya', 'capek', 'dijalan', 'wahyu'];['syg', 'paksin', 'dosis', 'ditempat', 'beda', 'tmpt', 'dosis', 'cirebontrs', 'ngerantau', 'garut', 'untk', 'dosis', 'pedulilindungi', 'hrsnya', 'crbntp', 'pulang', 'paksin', 'capek', 'dijalan', 'wahyu'];sayang paksin dosis ditempat beda tempat dosis cirebontrs ngerantau garut untuk dosis pedulilindungi harusnya crbntp pulang paksin capek dijalan wahyu;sayang paksin dosis tempat beda tempat dosis cirebontrs ngerantau garut untuk dosis pedulilindungi harus crbntp pulang paksin capek jalan wahyu;0
46;46;Negatif;syg! kenapa status vaksinasi aku merah ya? padahal udah vaksin dan ada sertifnya di peduli lindungi  https://t.co/0Qqt1nB3dG;syg kenapa status vaksinasi aku merah ya padahal udah vaksin dan ada sertifnya di peduli lindungi;['syg', 'kenapa', 'status', 'vaksinasi', 'aku', 'merah', 'ya', 'padahal', 'udah', 'vaksin', 'dan', 'ada', 'sertifnya', 'di', 'peduli', 'lindungi'];['syg', 'status', 'vaksinasi', 'merah', 'vaksin', 'sertifnya', 'peduli', 'lindungi'];sayang status vaksinasi merah vaksin sertifnya peduli lindungi;sayang status vaksinasi merah vaksin sertifnya peduli lindung;0
47;47;Negatif;Susah amat ini cuma daftar QR Code @PLindungi . Coba daftar via email, dibales 1 bulan kemudian dengan reply link untuk regist. Oke.. Giliran dicoba link tsb, setelah diisi dapat info bhw akan dapat reply konfirmasi 1 x 24 jam, ini udah mau 3 hari belum ada balesan @ditpromkes;susah amat ini cuma daftar qr code coba daftar via email dibales bulan kemudian dengan reply link untuk regist oke giliran dicoba link tsb setelah diisi dapat info bhw akan dapat reply konfirmasi  jam ini udah mau hari belum ada balesan;['susah', 'amat', 'ini', 'cuma', 'daftar', 'qr', 'code', 'coba', 'daftar', 'via', 'email', 'dibales', 'bulan', 'kemudian', 'dengan', 'reply', 'link', 'untuk', 'regist', 'oke', 'giliran', 'dicoba', 'link', 'tsb', 'setelah', 'diisi', 'dapat', 'info', 'bhw', 'akan', 'dapat', 'reply', 'konfirmasi', 'jam', 'ini', 'udah', 'mau', 'hari', 'belum', 'ada', 'balesan'];['susah', 'daftar', 'qr', 'code', 'coba', 'daftar', 'via', 'email', 'dibales', 'link', 'regist', 'oke', 'giliran', 'dicoba', 'link', 'diisi', 'info', 'bhw', 'konfirmasi', 'jam', 'balesan'];susah daftar qr code coba daftar via email dibales link regist oke giliran dicoba link diisi info bahwa konfirmasi jam balesan;susah daftar qr code coba daftar via email dibales link regist oke gilir coba link isi info bahwa konfirmasi jam balesan;0
48;48;Negatif;Suka bingung sama aturan dari @PT_Transjakarta sebenernya wajib gak sich scan barcode di peduli lindungi???berapa kali w nemu penumpang di halte transjakarta halimun gak scanbarcode di bolehin masuk sama petugasnya....cobalah klo bikin aruran dilaksanakan;suka bingung sama aturan dari transjakarta sebenernya wajib gak sich scan barcode di peduli lindungiberapa kali  nemu penumpang di halte transjakarta halimun gak scanbarcode di bolehin masuk sama petugasnyacobalah klo bikin aruran dilaksanakan;['suka', 'bingung', 'sama', 'aturan', 'dari', 'transjakarta', 'sebenernya', 'wajib', 'gak', 'sich', 'scan', 'barcode', 'di', 'peduli', 'lindungiberapa', 'kali', 'nemu', 'penumpang', 'di', 'halte', 'transjakarta', 'halimun', 'gak', 'scanbarcode', 'di', 'bolehin', 'masuk', 'sama', 'petugasnyacobalah', 'klo', 'bikin', 'aruran', 'dilaksanakan'];['suka', 'bingung', 'aturan', 'transjakarta', 'sebenernya', 'wajib', 'scan', 'barcode', 'peduli', 'lindungiberapa', 'nemu', 'penumpang', 'halte', 'transjakarta', 'halimun', 'scanbarcode', 'bolehin', 'petugasnyacobalah', 'aruran', 'dilaksanakan'];suka bingung aturan transjakarta sebenarnya wajib scan barcode peduli lindungiberapa nemu penumpang halte transjakarta halimun scanbarcode bolehin petugasnyacobalah aruran dilaksanakan;suka bingung atur transjakarta benar wajib scan barcode peduli lindungiberapa nemu tumpang halte transjakarta halimun scanbarcode bolehin petugasnyacobalah aruran laksana;0
49;49;Negatif;Sudah minggu ketiga tapi sertifikat vaksin kedua anak saya belum muncul di aplikasi @PLindungi Gimana nih????;sudah minggu ketiga tapi sertifikat vaksin kedua anak saya belum muncul di aplikasi gimana nih;['sudah', 'minggu', 'ketiga', 'tapi', 'sertifikat', 'vaksin', 'kedua', 'anak', 'saya', 'belum', 'muncul', 'di', 'aplikasi', 'gimana', 'nih'];['minggu', 'ketiga', 'sertifikat', 'vaksin', 'anak', 'muncul', 'aplikasi'];minggu ketiga sertifikat vaksin anak muncul aplikasi;minggu tiga sertifikat vaksin anak muncul aplikasi;0
50;50;Negatif;Sudah lama imil perubahan nik yg tertukar di @PLindungi kok gak diganti2. Nik kakak tertukar dg adiknya. Diakses Yo susah.;sudah lama imil perubahan nik yg tertukar di kok gak diganti nik kakak tertukar dg adiknya diakses yo susah;['sudah', 'lama', 'imil', 'perubahan', 'nik', 'yg', 'tertukar', 'di', 'kok', 'gak', 'diganti', 'nik', 'kakak', 'tertukar', 'dg', 'adiknya', 'diakses', 'yo', 'susah'];['imil', 'perubahan', 'nik', 'tertukar', 'diganti', 'nik', 'kakak', 'tertukar', 'adiknya', 'diakses', 'susah'];imil perubahan nik tertukar diganti nik kakak tertukar adiknya diakses susah;imil ubah nik tukar ganti nik kakak tukar adik akses susah;0
51;51;Negatif;Sudah download Aplikasi @PLindungi dan sudah dapat balasan, Tinggal nata baju dan make up untuk persiapan rias pengantin dibeberapa tempat dan ada yang luar kota, Ntar Sueb juga to?. Okelah negara melindungi warganya namun selama pandemi Covid-19 berapa duit hasil Sueb masuk?  https://t.co/zbgOnijMrC;sudah download aplikasi dan sudah dapat balasan tinggal nata baju dan make up untuk persiapan rias pengantin dibeberapa tempat dan ada yang luar kota ntar sueb juga to okelah negara melindungi warganya namun selama pandemi covid berapa duit hasil sueb masuk;['sudah', 'download', 'aplikasi', 'dan', 'sudah', 'dapat', 'balasan', 'tinggal', 'nata', 'baju', 'dan', 'make', 'up', 'untuk', 'persiapan', 'rias', 'pengantin', 'dibeberapa', 'tempat', 'dan', 'ada', 'yang', 'luar', 'kota', 'ntar', 'sueb', 'juga', 'to', 'okelah', 'negara', 'melindungi', 'warganya', 'namun', 'selama', 'pandemi', 'covid', 'berapa', 'duit', 'hasil', 'sueb', 'masuk'];['download', 'aplikasi', 'balasan', 'tinggal', 'nata', 'baju', 'make', 'up', 'persiapan', 'rias', 'pengantin', 'dibeberapa', 'kota', 'sueb', 'okelah', 'negara', 'melindungi', 'warganya', 'pandemi', 'covid', 'duit', 'hasil', 'sueb'];download aplikasi balasan tinggal nata baju memakai up persiapan rias pengantin dibeberapa kota sueb okelah negara melindungi warganya pandemi covid duit hasil sueb;download aplikasi balas tinggal nata baju pakai up siap rias pengantin beberapa kota sueb oke negara lindung warga pandemi covid duit hasil sueb;0
52;52;Negatif;Suami udah vaksin dosis 1 dari 2 minggu yg lalu. Tp sampe sekarang di cek di pedulilindungi kok data ga ditemukan.  Dari puskesmas jg ga dikasih bukti apa?? kalo udh vaksin.  Piye? ????;suami udah vaksin dosis dari minggu yg lalu tp sampe sekarang di cek di pedulilindungi kok data ga ditemukan dari puskesmas jg ga dikasih bukti apa kalo udh vaksin piye;['suami', 'udah', 'vaksin', 'dosis', 'dari', 'minggu', 'yg', 'lalu', 'tp', 'sampe', 'sekarang', 'di', 'cek', 'di', 'pedulilindungi', 'kok', 'data', 'ga', 'ditemukan', 'dari', 'puskesmas', 'jg', 'ga', 'dikasih', 'bukti', 'apa', 'kalo', 'udh', 'vaksin', 'piye'];['suami', 'vaksin', 'dosis', 'minggu', 'sampe', 'cek', 'pedulilindungi', 'data', 'ditemukan', 'puskesmas', 'dikasih', 'bukti', 'udh', 'vaksin'];suami vaksin dosis minggu sampai cek pedulilindungi data ditemukan puskesmas dikasih bukti sudah vaksin;suami vaksin dosis minggu sampai cek pedulilindungi data temu puskesmas kasih bukti sudah vaksin;0
53;53;Negatif;staisun cikarang gajelassss bangettt, masa suruh cek peduli lindungi sama suhu aja harus turun dulu kebawah yg bisa ngabisin waktu 5-7 menit???? (turun tangga pula), gajelas bgtt kenapa ga diatas aja dah cek ek begituan;staisun cikarang gajelassss bangettt masa suruh cek peduli lindungi sama suhu aja harus turun dulu kebawah yg bisa ngabisin waktu menit turun tangga pula gajelas bgtt kenapa ga diatas aja dah cek ek begituan;['staisun', 'cikarang', 'gajelassss', 'bangettt', 'masa', 'suruh', 'cek', 'peduli', 'lindungi', 'sama', 'suhu', 'aja', 'harus', 'turun', 'dulu', 'kebawah', 'yg', 'bisa', 'ngabisin', 'waktu', 'menit', 'turun', 'tangga', 'pula', 'gajelas', 'bgtt', 'kenapa', 'ga', 'diatas', 'aja', 'dah', 'cek', 'ek', 'begituan'];['staisun', 'cikarang', 'gajelassss', 'bangettt', 'suruh', 'cek', 'peduli', 'lindungi', 'suhu', 'turun', 'kebawah', 'ngabisin', 'menit', 'turun', 'tangga', 'gajelas', 'bgtt', 'diatas', 'cek', 'ek', 'begituan'];staisun cikarang gajelassss banget suruh cek peduli lindungi suhu turun kebawah ngabisin menit turun tangga enggak jelas banget diatas cek ek begituan;staisun cikarang gajelassss banget suruh cek peduli lindung suhu turun bawah ngabisin menit turun tangga enggak jelas banget atas cek ek begitu;0
54;54;Negatif;Sorry email gue yg kedua itu ditgl 14/09/21. Lalu dibales email gue Tgl 01/10/21 diemail keempat. Trus gue minta dikirimkan lah sertifikatnya. Gue disuruh isi data foto ktp, foto ktp selfie sm kartu vaksin. Udh gue kirim itu semua. Katanya data gue blm diinput @PLindungi  https://t.co/o8YpjH3ogy;sorry email gue yg kedua itu ditgl lalu dibales email gue tgl diemail keempat trus gue minta dikirimkan lah sertifikatnya gue disuruh isi data foto ktp foto ktp selfie sm kartu vaksin udh gue kirim itu semua katanya data gue blm diinput;['sorry', 'email', 'gue', 'yg', 'kedua', 'itu', 'ditgl', 'lalu', 'dibales', 'email', 'gue', 'tgl', 'diemail', 'keempat', 'trus', 'gue', 'minta', 'dikirimkan', 'lah', 'sertifikatnya', 'gue', 'disuruh', 'isi', 'data', 'foto', 'ktp', 'foto', 'ktp', 'selfie', 'sm', 'kartu', 'vaksin', 'udh', 'gue', 'kirim', 'itu', 'semua', 'katanya', 'data', 'gue', 'blm', 'diinput'];['sorry', 'email', 'gue', 'ditgl', 'dibales', 'email', 'gue', 'tgl', 'diemail', 'keempat', 'gue', 'dikirimkan', 'sertifikatnya', 'gue', 'disuruh', 'isi', 'data', 'foto', 'ktp', 'foto', 'ktp', 'selfie', 'sm', 'kartu', 'vaksin', 'udh', 'gue', 'kirim', 'data', 'gue', 'diinput'];sorry email gue ditgl dibales email gue tanggal diemail keempat gue dikirimkan sertifikatnya gue disuruh isi data foto ktp foto ktp selfie sama kartu vaksin sudah gue kirim data gue diinput;sorry email gue ditgl dibales email gue tanggal email empat gue kirim sertifikat gue suruh isi data foto ktp foto ktp selfie sama kartu vaksin sudah gue kirim data gue diinput;0
55;55;Negatif;Sore min, saya sdh vaksin tnggl 10 kemarin Ko sertifikat di plindungi ga ada yaaa? Gabisa di unduh. Mohon bantuannya?????? @PLindungi;sore min saya sdh vaksin tnggl kemarin ko sertifikat di plindungi ga ada yaaa gabisa di unduh mohon bantuannya;['sore', 'min', 'saya', 'sdh', 'vaksin', 'tnggl', 'kemarin', 'ko', 'sertifikat', 'di', 'plindungi', 'ga', 'ada', 'yaaa', 'gabisa', 'di', 'unduh', 'mohon', 'bantuannya'];['sore', 'vaksin', 'tnggl', 'kemarin', 'ko', 'sertifikat', 'plindungi', 'gabisa', 'unduh', 'bantuannya'];sore vaksin tanggal kemarin kok sertifikat plindungi enggak bisa unduh bantuannya;sore vaksin tanggal kemarin kok sertifikat plindungi enggak bisa unduh bantu;0
56;56;Negatif;"Sore ini, gue pergi sama mama ke suatu tempat yang mengharuskan scan aplikasi Pedulilindungi. Nah, pas gue nunjukkin hasil scan gue, satpamnya bilang ""HPnya kecil amat Mba, model lama ya,"". Bisa-bisanya satpamnya HP shaming sama gueð ";sore ini gue pergi sama mama ke suatu tempat yang mengharuskan scan aplikasi pedulilindungi nah pas gue nunjukkin hasil scan gue satpamnya bilang hpnya kecil amat mba model lama ya bisabisanya satpamnya hp shaming sama gue;['sore', 'ini', 'gue', 'pergi', 'sama', 'mama', 'ke', 'suatu', 'tempat', 'yang', 'mengharuskan', 'scan', 'aplikasi', 'pedulilindungi', 'nah', 'pas', 'gue', 'nunjukkin', 'hasil', 'scan', 'gue', 'satpamnya', 'bilang', 'hpnya', 'kecil', 'amat', 'mba', 'model', 'lama', 'ya', 'bisabisanya', 'satpamnya', 'hp', 'shaming', 'sama', 'gue'];['sore', 'gue', 'pergi', 'mama', 'mengharuskan', 'scan', 'aplikasi', 'pedulilindungi', 'pas', 'gue', 'nunjukkin', 'hasil', 'scan', 'gue', 'satpamnya', 'hpnya', 'model', 'bisabisanya', 'satpamnya', 'hp', 'shaming', 'gue'];sore gue pergi mama mengharuskan scan aplikasi pedulilindungi pas gue nunjukkin hasil scan gue satpamnya hpnya model bisabisanya satpamnya hp shaming gue;sore gue pergi mama harus scan aplikasi pedulilindungi pas gue nunjukkin hasil scan gue satpam hpnya model bisabisanya satpam hp shaming gue;0
57;57;Negatif;sore admin,sy sdh vaksin bulan agustus tp sertifikat vaksinnya belum keluar,sdh telfon cs pedulilindungi katanya datanya terlongkap&amp;sore adminsy sdh vaksin bulan agustus tp sertifikat vaksinnya belum keluarsdh telfon cs pedulilindungi katanya datanya terlongkapamp;['sore', 'adminsy', 'sdh', 'vaksin', 'bulan', 'agustus', 'tp', 'sertifikat', 'vaksinnya', 'belum', 'keluarsdh', 'telfon', 'cs', 'pedulilindungi', 'katanya', 'datanya', 'terlongkapamp'];['sore', 'adminsy', 'vaksin', 'agustus', 'sertifikat', 'vaksinnya', 'keluarsdh', 'telfon', 'cs', 'pedulilindungi', 'datanya', 'terlongkapamp'];sore adminsy vaksin agustus sertifikat vaksinnya keluarsdh telfon cs pedulilindungi datanya terlongkapamp;sore adminsy vaksin agustus sertifikat vaksin keluarsdh telfon cs pedulilindungi data terlongkapamp;0
