;Value;tweet;cleaning;tweet_tokens;tweet_stopwords;normalization
41;Negatif;tanyarl, hi! ada yg sertifikal v4ks1n nya salah nama ga? aku mau ajuin v4ks1n ke 2 gagal mulu di peduli lindungi karna nama, masa harus ditypoin? ð­ harus gimana ya? pls help me guys ð­ðð»  https://t.co/rlycaas7zs;tanyarl hi ada yg sertifikal vksn nya salah nama ga aku mau ajuin vksn ke gagal mulu di peduli lindungi karna nama masa harus ditypoin harus gimana ya pls help me guys;['tanyarl', 'hi', 'ada', 'yg', 'sertifikal', 'vksn', 'nya', 'salah', 'nama', 'ga', 'aku', 'mau', 'ajuin', 'vksn', 'ke', 'gagal', 'mulu', 'di', 'peduli', 'lindungi', 'karna', 'nama', 'masa', 'harus', 'ditypoin', 'harus', 'gimana', 'ya', 'pls', 'help', 'me', 'guys'];['tanyarl', 'hi', 'sertifikal', 'vksn', 'salah', 'nama', 'ajuin', 'vksn', 'gagal', 'mulu', 'peduli', 'lindungi', 'karna', 'nama', 'ditypoin', 'pls', 'help'];tanyarl hi sertifikal vksn salah nama ajuin vksn gagal mulu peduli lindungi karena nama ditypoin pls help
42;Negatif;tanyarl kan aku mau vaksieen ke-2 tp gada kertas vaksien nya, terus aku coba di peduli lindungi tapi nik nya gak valid. itu kira2 kenapa yaaa???  https://t.co/b5q9vid7f0;tanyarl kan aku mau vaksieen ke tp gada kertas vaksien nya terus aku coba di peduli lindungi tapi nik nya gak valid itu kira kenapa yaaa;['tanyarl', 'kan', 'aku', 'mau', 'vaksieen', 'ke', 'tp', 'gada', 'kertas', 'vaksien', 'nya', 'terus', 'aku', 'coba', 'di', 'peduli', 'lindungi', 'tapi', 'nik', 'nya', 'gak', 'valid', 'itu', 'kira', 'kenapa', 'yaaa'];['tanyarl', 'vaksieen', 'gada', 'kertas', 'vaksien', 'coba', 'peduli', 'lindungi', 'nik', 'valid'];tanyarl vaksieen enggak ada kertas vaksien coba peduli lindungi nik valid
43;Negatif;tai lah udah buru buru ke rumah sakit end up nya di prank sama @pedulilindungi @kemenkesri astra zeneca 3 bulan blok.  https://t.co/qbk8wdtowm;tai lah udah buru buru ke rumah sakit end up nya di prank sama astra zeneca bulan blok;['tai', 'lah', 'udah', 'buru', 'buru', 'ke', 'rumah', 'sakit', 'end', 'up', 'nya', 'di', 'prank', 'sama', 'astra', 'zeneca', 'bulan', 'blok'];['tai', 'buru', 'buru', 'rumah', 'sakit', 'end', 'up', 'prank', 'astra', 'zeneca', 'blok'];tahi buru buru rumah sakit end up prank astra zeneca blok
44;Negatif;tadi siang mau bukak peduli lindungi malah bukak kita bisa , tolol bgt asli;tadi siang mau bukak peduli lindungi malah bukak kita bisa tolol bgt asli;['tadi', 'siang', 'mau', 'bukak', 'peduli', 'lindungi', 'malah', 'bukak', 'kita', 'bisa', 'tolol', 'bgt', 'asli'];['siang', 'bukak', 'peduli', 'lindungi', 'bukak', 'tolol', 'asli'];siang buka peduli lindungi buka tolol asli
45;Negatif;syg! paksin dosis pertama dan kedua tuh harus ditempat yang sama apa bisa di beda tmpt? soalnya aku dosis 1nya di cirebon,trs skrg ngerantau ke garut, untk dosis 2 di pedulilindungi hrsnya di crbn,tp kalo pulang hanya utk paksin kan gmn ya capek dijalanð­ wahyu;syg paksin dosis pertama dan kedua tuh harus ditempat yang sama apa bisa di beda tmpt soalnya aku dosis nya di cirebontrs skrg ngerantau ke garut untk dosis di pedulilindungi hrsnya di crbntp kalo pulang hanya utk paksin kan gmn ya capek dijalan wahyu;['syg', 'paksin', 'dosis', 'pertama', 'dan', 'kedua', 'tuh', 'harus', 'ditempat', 'yang', 'sama', 'apa', 'bisa', 'di', 'beda', 'tmpt', 'soalnya', 'aku', 'dosis', 'nya', 'di', 'cirebontrs', 'skrg', 'ngerantau', 'ke', 'garut', 'untk', 'dosis', 'di', 'pedulilindungi', 'hrsnya', 'di', 'crbntp', 'kalo', 'pulang', 'hanya', 'utk', 'paksin', 'kan', 'gmn', 'ya', 'capek', 'dijalan', 'wahyu'];['syg', 'paksin', 'dosis', 'ditempat', 'beda', 'tmpt', 'dosis', 'cirebontrs', 'ngerantau', 'garut', 'untk', 'dosis', 'pedulilindungi', 'hrsnya', 'crbntp', 'pulang', 'paksin', 'capek', 'dijalan', 'wahyu'];sayang paksin dosis ditempat beda tempat dosis cirebontrs ngerantau garut untuk dosis pedulilindungi harusnya crbntp pulang paksin capek dijalan wahyu
46;Negatif;syg! kenapa status vaksinasi aku merah ya? padahal udah vaksin dan ada sertifnya di peduli lindungi  https://t.co/0qqt1nb3dg;syg kenapa status vaksinasi aku merah ya padahal udah vaksin dan ada sertifnya di peduli lindungi;['syg', 'kenapa', 'status', 'vaksinasi', 'aku', 'merah', 'ya', 'padahal', 'udah', 'vaksin', 'dan', 'ada', 'sertifnya', 'di', 'peduli', 'lindungi'];['syg', 'status', 'vaksinasi', 'merah', 'vaksin', 'sertifnya', 'peduli', 'lindungi'];sayang status vaksinasi merah vaksin sertifnya peduli lindungi
47;Negatif;susah amat ini cuma daftar qr code @plindungi . coba daftar via email, dibales 1 bulan kemudian dengan reply link untuk regist. oke.. giliran dicoba link tsb, setelah diisi dapat info bhw akan dapat reply konfirmasi 1 x 24 jam, ini udah mau 3 hari belum ada balesan @ditpromkes;susah amat ini cuma daftar qr code coba daftar via email dibales bulan kemudian dengan reply link untuk regist oke giliran dicoba link tsb setelah diisi dapat info bhw akan dapat reply konfirmasi  jam ini udah mau hari belum ada balesan;['susah', 'amat', 'ini', 'cuma', 'daftar', 'qr', 'code', 'coba', 'daftar', 'via', 'email', 'dibales', 'bulan', 'kemudian', 'dengan', 'reply', 'link', 'untuk', 'regist', 'oke', 'giliran', 'dicoba', 'link', 'tsb', 'setelah', 'diisi', 'dapat', 'info', 'bhw', 'akan', 'dapat', 'reply', 'konfirmasi', 'jam', 'ini', 'udah', 'mau', 'hari', 'belum', 'ada', 'balesan'];['susah', 'daftar', 'qr', 'code', 'coba', 'daftar', 'via', 'email', 'dibales', 'link', 'regist', 'oke', 'giliran', 'dicoba', 'link', 'diisi', 'info', 'bhw', 'konfirmasi', 'jam', 'balesan'];susah daftar qr code coba daftar via email dibales link regist oke giliran dicoba link diisi info bahwa konfirmasi jam balesan
48;Negatif;suka bingung sama aturan dari @pt_transjakarta sebenernya wajib gak sich scan barcode di peduli lindungi???berapa kali w nemu penumpang di halte transjakarta halimun gak scanbarcode di bolehin masuk sama petugasnya....cobalah klo bikin aruran dilaksanakan;suka bingung sama aturan dari transjakarta sebenernya wajib gak sich scan barcode di peduli lindungiberapa kali  nemu penumpang di halte transjakarta halimun gak scanbarcode di bolehin masuk sama petugasnyacobalah klo bikin aruran dilaksanakan;['suka', 'bingung', 'sama', 'aturan', 'dari', 'transjakarta', 'sebenernya', 'wajib', 'gak', 'sich', 'scan', 'barcode', 'di', 'peduli', 'lindungiberapa', 'kali', 'nemu', 'penumpang', 'di', 'halte', 'transjakarta', 'halimun', 'gak', 'scanbarcode', 'di', 'bolehin', 'masuk', 'sama', 'petugasnyacobalah', 'klo', 'bikin', 'aruran', 'dilaksanakan'];['suka', 'bingung', 'aturan', 'transjakarta', 'sebenernya', 'wajib', 'scan', 'barcode', 'peduli', 'lindungiberapa', 'nemu', 'penumpang', 'halte', 'transjakarta', 'halimun', 'scanbarcode', 'bolehin', 'petugasnyacobalah', 'aruran', 'dilaksanakan'];suka bingung aturan transjakarta sebenarnya wajib scan barcode peduli lindungiberapa nemu penumpang halte transjakarta halimun scanbarcode bolehin petugasnyacobalah aruran dilaksanakan
49;Negatif;sudah minggu ketiga tapi sertifikat vaksin kedua anak saya belum muncul di aplikasi @plindungi gimana nih????;sudah minggu ketiga tapi sertifikat vaksin kedua anak saya belum muncul di aplikasi gimana nih;['sudah', 'minggu', 'ketiga', 'tapi', 'sertifikat', 'vaksin', 'kedua', 'anak', 'saya', 'belum', 'muncul', 'di', 'aplikasi', 'gimana', 'nih'];['minggu', 'ketiga', 'sertifikat', 'vaksin', 'anak', 'muncul', 'aplikasi'];minggu ketiga sertifikat vaksin anak muncul aplikasi
50;Negatif;sudah lama imil perubahan nik yg tertukar di @plindungi kok gak diganti2. nik kakak tertukar dg adiknya. diakses yo susah.;sudah lama imil perubahan nik yg tertukar di kok gak diganti nik kakak tertukar dg adiknya diakses yo susah;['sudah', 'lama', 'imil', 'perubahan', 'nik', 'yg', 'tertukar', 'di', 'kok', 'gak', 'diganti', 'nik', 'kakak', 'tertukar', 'dg', 'adiknya', 'diakses', 'yo', 'susah'];['imil', 'perubahan', 'nik', 'tertukar', 'diganti', 'nik', 'kakak', 'tertukar', 'adiknya', 'diakses', 'susah'];imil perubahan nik tertukar diganti nik kakak tertukar adiknya diakses susah
51;Negatif;sudah download aplikasi @plindungi dan sudah dapat balasan, tinggal nata baju dan make up untuk persiapan rias pengantin dibeberapa tempat dan ada yang luar kota, ntar sueb juga to?. okelah negara melindungi warganya namun selama pandemi covid-19 berapa duit hasil sueb masuk?  https://t.co/zbgonijmrc;sudah download aplikasi dan sudah dapat balasan tinggal nata baju dan make up untuk persiapan rias pengantin dibeberapa tempat dan ada yang luar kota ntar sueb juga to okelah negara melindungi warganya namun selama pandemi covid berapa duit hasil sueb masuk;['sudah', 'download', 'aplikasi', 'dan', 'sudah', 'dapat', 'balasan', 'tinggal', 'nata', 'baju', 'dan', 'make', 'up', 'untuk', 'persiapan', 'rias', 'pengantin', 'dibeberapa', 'tempat', 'dan', 'ada', 'yang', 'luar', 'kota', 'ntar', 'sueb', 'juga', 'to', 'okelah', 'negara', 'melindungi', 'warganya', 'namun', 'selama', 'pandemi', 'covid', 'berapa', 'duit', 'hasil', 'sueb', 'masuk'];['download', 'aplikasi', 'balasan', 'tinggal', 'nata', 'baju', 'make', 'up', 'persiapan', 'rias', 'pengantin', 'dibeberapa', 'kota', 'sueb', 'okelah', 'negara', 'melindungi', 'warganya', 'pandemi', 'covid', 'duit', 'hasil', 'sueb'];download aplikasi balasan tinggal nata baju memakai up persiapan rias pengantin dibeberapa kota sueb okelah negara melindungi warganya pandemi covid duit hasil sueb
52;Negatif;suami udah vaksin dosis 1 dari 2 minggu yg lalu. tp sampe sekarang di cek di pedulilindungi kok data ga ditemukan.  dari puskesmas jg ga dikasih bukti apa?? kalo udh vaksin.  piye? ????;suami udah vaksin dosis dari minggu yg lalu tp sampe sekarang di cek di pedulilindungi kok data ga ditemukan dari puskesmas jg ga dikasih bukti apa kalo udh vaksin piye;['suami', 'udah', 'vaksin', 'dosis', 'dari', 'minggu', 'yg', 'lalu', 'tp', 'sampe', 'sekarang', 'di', 'cek', 'di', 'pedulilindungi', 'kok', 'data', 'ga', 'ditemukan', 'dari', 'puskesmas', 'jg', 'ga', 'dikasih', 'bukti', 'apa', 'kalo', 'udh', 'vaksin', 'piye'];['suami', 'vaksin', 'dosis', 'minggu', 'sampe', 'cek', 'pedulilindungi', 'data', 'ditemukan', 'puskesmas', 'dikasih', 'bukti', 'udh', 'vaksin'];suami vaksin dosis minggu sampai cek pedulilindungi data ditemukan puskesmas dikasih bukti sudah vaksin
53;Negatif;staisun cikarang gajelassss bangettt, masa suruh cek peduli lindungi sama suhu aja harus turun dulu kebawah yg bisa ngabisin waktu 5-7 menit???? (turun tangga pula), gajelas bgtt kenapa ga diatas aja dah cek ek begituan;staisun cikarang gajelassss bangettt masa suruh cek peduli lindungi sama suhu aja harus turun dulu kebawah yg bisa ngabisin waktu menit turun tangga pula gajelas bgtt kenapa ga diatas aja dah cek ek begituan;['staisun', 'cikarang', 'gajelassss', 'bangettt', 'masa', 'suruh', 'cek', 'peduli', 'lindungi', 'sama', 'suhu', 'aja', 'harus', 'turun', 'dulu', 'kebawah', 'yg', 'bisa', 'ngabisin', 'waktu', 'menit', 'turun', 'tangga', 'pula', 'gajelas', 'bgtt', 'kenapa', 'ga', 'diatas', 'aja', 'dah', 'cek', 'ek', 'begituan'];['staisun', 'cikarang', 'gajelassss', 'bangettt', 'suruh', 'cek', 'peduli', 'lindungi', 'suhu', 'turun', 'kebawah', 'ngabisin', 'menit', 'turun', 'tangga', 'gajelas', 'bgtt', 'diatas', 'cek', 'ek', 'begituan'];staisun cikarang gajelassss banget suruh cek peduli lindungi suhu turun kebawah ngabisin menit turun tangga enggak jelas banget diatas cek ek begituan
54;Negatif;sorry email gue yg kedua itu ditgl 14/09/21. lalu dibales email gue tgl 01/10/21 diemail keempat. trus gue minta dikirimkan lah sertifikatnya. gue disuruh isi data foto ktp, foto ktp selfie sm kartu vaksin. udh gue kirim itu semua. katanya data gue blm diinput @plindungi  https://t.co/o8ypjh3ogy;sorry email gue yg kedua itu ditgl lalu dibales email gue tgl diemail keempat trus gue minta dikirimkan lah sertifikatnya gue disuruh isi data foto ktp foto ktp selfie sm kartu vaksin udh gue kirim itu semua katanya data gue blm diinput;['sorry', 'email', 'gue', 'yg', 'kedua', 'itu', 'ditgl', 'lalu', 'dibales', 'email', 'gue', 'tgl', 'diemail', 'keempat', 'trus', 'gue', 'minta', 'dikirimkan', 'lah', 'sertifikatnya', 'gue', 'disuruh', 'isi', 'data', 'foto', 'ktp', 'foto', 'ktp', 'selfie', 'sm', 'kartu', 'vaksin', 'udh', 'gue', 'kirim', 'itu', 'semua', 'katanya', 'data', 'gue', 'blm', 'diinput'];['sorry', 'email', 'gue', 'ditgl', 'dibales', 'email', 'gue', 'tgl', 'diemail', 'keempat', 'gue', 'dikirimkan', 'sertifikatnya', 'gue', 'disuruh', 'isi', 'data', 'foto', 'ktp', 'foto', 'ktp', 'selfie', 'sm', 'kartu', 'vaksin', 'udh', 'gue', 'kirim', 'data', 'gue', 'diinput'];sorry email gue ditgl dibales email gue tanggal diemail keempat gue dikirimkan sertifikatnya gue disuruh isi data foto ktp foto ktp selfie sama kartu vaksin sudah gue kirim data gue diinput
55;Negatif;sore min, saya sdh vaksin tnggl 10 kemarin ko sertifikat di plindungi ga ada yaaa? gabisa di unduh. mohon bantuannya?????? @plindungi;sore min saya sdh vaksin tnggl kemarin ko sertifikat di plindungi ga ada yaaa gabisa di unduh mohon bantuannya;['sore', 'min', 'saya', 'sdh', 'vaksin', 'tnggl', 'kemarin', 'ko', 'sertifikat', 'di', 'plindungi', 'ga', 'ada', 'yaaa', 'gabisa', 'di', 'unduh', 'mohon', 'bantuannya'];['sore', 'vaksin', 'tnggl', 'kemarin', 'ko', 'sertifikat', 'plindungi', 'gabisa', 'unduh', 'bantuannya'];sore vaksin tanggal kemarin kok sertifikat plindungi enggak bisa unduh bantuannya
56;Negatif;"sore ini, gue pergi sama mama ke suatu tempat yang mengharuskan scan aplikasi pedulilindungi. nah, pas gue nunjukkin hasil scan gue, satpamnya bilang ""hpnya kecil amat mba, model lama ya,"". bisa-bisanya satpamnya hp shaming sama gueð ";sore ini gue pergi sama mama ke suatu tempat yang mengharuskan scan aplikasi pedulilindungi nah pas gue nunjukkin hasil scan gue satpamnya bilang hpnya kecil amat mba model lama ya bisabisanya satpamnya hp shaming sama gue;['sore', 'ini', 'gue', 'pergi', 'sama', 'mama', 'ke', 'suatu', 'tempat', 'yang', 'mengharuskan', 'scan', 'aplikasi', 'pedulilindungi', 'nah', 'pas', 'gue', 'nunjukkin', 'hasil', 'scan', 'gue', 'satpamnya', 'bilang', 'hpnya', 'kecil', 'amat', 'mba', 'model', 'lama', 'ya', 'bisabisanya', 'satpamnya', 'hp', 'shaming', 'sama', 'gue'];['sore', 'gue', 'pergi', 'mama', 'mengharuskan', 'scan', 'aplikasi', 'pedulilindungi', 'pas', 'gue', 'nunjukkin', 'hasil', 'scan', 'gue', 'satpamnya', 'hpnya', 'model', 'bisabisanya', 'satpamnya', 'hp', 'shaming', 'gue'];sore gue pergi mama mengharuskan scan aplikasi pedulilindungi pas gue nunjukkin hasil scan gue satpamnya hpnya model bisabisanya satpamnya hp shaming gue
57;Negatif;sore admin,sy sdh vaksin bulan agustus tp sertifikat vaksinnya belum keluar,sdh telfon cs pedulilindungi katanya datanya terlongkap&amp;sore adminsy sdh vaksin bulan agustus tp sertifikat vaksinnya belum keluarsdh telfon cs pedulilindungi katanya datanya terlongkapamp;['sore', 'adminsy', 'sdh', 'vaksin', 'bulan', 'agustus', 'tp', 'sertifikat', 'vaksinnya', 'belum', 'keluarsdh', 'telfon', 'cs', 'pedulilindungi', 'katanya', 'datanya', 'terlongkapamp'];['sore', 'adminsy', 'vaksin', 'agustus', 'sertifikat', 'vaksinnya', 'keluarsdh', 'telfon', 'cs', 'pedulilindungi', 'datanya', 'terlongkapamp'];sore adminsy vaksin agustus sertifikat vaksinnya keluarsdh telfon cs pedulilindungi datanya terlongkapamp
58;Negatif;siapa yg pedulilindungi nya error kaya saya;siapa yg pedulilindungi nya error kaya saya;['siapa', 'yg', 'pedulilindungi', 'nya', 'error', 'kaya', 'saya'];['pedulilindungi', 'error', 'kaya'];pedulilindungi error kayak
59;Negatif;sesumbar nyuruh vaksin,tpi nik yg bermasalah blm jga kelar diperbaiki,hampir 2 bln menunggu.gimana caranya mau vaksin?skrang apa2,kmana2 surat vaksin yg ditanya @plindungi;sesumbar nyuruh vaksintpi nik yg bermasalah blm jga kelar diperbaikihampir bln menunggugimana caranya mau vaksinskrang apakmana surat vaksin yg ditanya;['sesumbar', 'nyuruh', 'vaksintpi', 'nik', 'yg', 'bermasalah', 'blm', 'jga', 'kelar', 'diperbaikihampir', 'bln', 'menunggugimana', 'caranya', 'mau', 'vaksinskrang', 'apakmana', 'surat', 'vaksin', 'yg', 'ditanya'];['sesumbar', 'nyuruh', 'vaksintpi', 'nik', 'bermasalah', 'jga', 'kelar', 'diperbaikihampir', 'bln', 'menunggugimana', 'vaksinskrang', 'apakmana', 'surat', 'vaksin'];sesumbar nyuruh vaksintpi nik bermasalah juga kelar diperbaikihampir bulan menunggugimana vaksinskrang apakmana surat vaksin
60;Negatif;sertifikatku kok blm muncul to min @plindungi;sertifikatku kok blm muncul to min;['sertifikatku', 'kok', 'blm', 'muncul', 'to', 'min'];['sertifikatku', 'muncul'];sertifikatku muncul
61;Negatif;sertifikat vaksin ke 2 belum keluar padahal udh vaksin dari bulan september hmm @plindungi;sertifikat vaksin ke belum keluar padahal udh vaksin dari bulan september hmm;['sertifikat', 'vaksin', 'ke', 'belum', 'keluar', 'padahal', 'udh', 'vaksin', 'dari', 'bulan', 'september', 'hmm'];['sertifikat', 'vaksin', 'udh', 'vaksin', 'september'];sertifikat vaksin sudah vaksin september
62;Negatif;sertif vaksin kedua ga kluar2, udah email 5 hari lalu dibalesnya proses input data. sampe sekarang tetep masi belum kluar, cek diwebsite malah disitu tulisannya tglnya salah. trus aku nunggu sampe kapaan? udah 10 hari ini @plindungi;sertif vaksin kedua ga kluar udah email hari lalu dibalesnya proses input data sampe sekarang tetep masi belum kluar cek diwebsite malah disitu tulisannya tglnya salah trus aku nunggu sampe kapaan udah hari ini;['sertif', 'vaksin', 'kedua', 'ga', 'kluar', 'udah', 'email', 'hari', 'lalu', 'dibalesnya', 'proses', 'input', 'data', 'sampe', 'sekarang', 'tetep', 'masi', 'belum', 'kluar', 'cek', 'diwebsite', 'malah', 'disitu', 'tulisannya', 'tglnya', 'salah', 'trus', 'aku', 'nunggu', 'sampe', 'kapaan', 'udah', 'hari', 'ini'];['sertif', 'vaksin', 'kluar', 'email', 'dibalesnya', 'proses', 'input', 'data', 'sampe', 'tetep', 'masi', 'kluar', 'cek', 'diwebsite', 'disitu', 'tulisannya', 'tglnya', 'salah', 'nunggu', 'sampe', 'kapaan'];sertif vaksin keluar email dibalesnya proses input data sampai tetap masih keluar cek diwebsite disitu tulisannya tglnya salah menunggu sampai kapan
63;Negatif;serius ini call center yg bisa dihubungi dari peduli lindungi apa yaaa? pengen keluh kesah ya allah mau tiga bulan sertifikat ga bener-bener?!?!?!?!;serius ini call center yg bisa dihubungi dari peduli lindungi apa yaaa pengen keluh kesah ya allah mau tiga bulan sertifikat ga benerbener;['serius', 'ini', 'call', 'center', 'yg', 'bisa', 'dihubungi', 'dari', 'peduli', 'lindungi', 'apa', 'yaaa', 'pengen', 'keluh', 'kesah', 'ya', 'allah', 'mau', 'tiga', 'bulan', 'sertifikat', 'ga', 'benerbener'];['serius', 'call', 'center', 'dihubungi', 'peduli', 'lindungi', 'pengen', 'keluh', 'kesah', 'allah', 'sertifikat', 'benerbener'];serius call center dihubungi peduli lindungi pengin keluh kesah allah sertifikat benerbener
64;Negatif;seringkali mau ke peduli lindungi malah jadi ke app store, dan mau ke twitter malah jadi traveloka. ð;seringkali mau ke peduli lindungi malah jadi ke app store dan mau ke twitter malah jadi traveloka;['seringkali', 'mau', 'ke', 'peduli', 'lindungi', 'malah', 'jadi', 'ke', 'app', 'store', 'dan', 'mau', 'ke', 'twitter', 'malah', 'jadi', 'traveloka'];['seringkali', 'peduli', 'lindungi', 'app', 'store', 'twitter', 'traveloka'];seringkali peduli lindungi app store twitter traveloka
65;Negatif;semoga lo pas ke mall, peduli lindungi nya error jd gabisa masuk aaminð;semoga lo pas ke mall peduli lindungi nya error jd gabisa masuk aamin;['semoga', 'lo', 'pas', 'ke', 'mall', 'peduli', 'lindungi', 'nya', 'error', 'jd', 'gabisa', 'masuk', 'aamin'];['semoga', 'pas', 'mall', 'peduli', 'lindungi', 'error', 'gabisa', 'aamin'];semoga pas mall peduli lindungi error enggak bisa amin
