Value;tweet
Negatif;lah kok isoh masuk, bukane nginstall apk peduli lindungi ki buat ngecek kita udah vaksin apa belum buat syarat masuk area tsb ya
Negatif;Lah iya lah secara install aplikasi peduli lindungi tandaa kutip dipaksa smuanya wajib install, sedangkan aplikasi lain khan sesuai keinginan masing2 alias tidak diwajibkan. Beda dunk prof itu tidak bisa dibandingkan.
Negatif;Kok gue gak bisa masuk ke akun pedulilindungi? Dikartu vaksin jelas2 pake nomer yg sama, kemarin sebelum ganti hp juga udah daftar dan bisa. Ini kok malah user not found?? Woy 😭  https://t.co/WhGf7n5lCQ
Negatif;kok gue gabisa daftar peduli lindungi ya, stuck mulu
Negatif;Kok dari tadi ada SMS masuk dari @PLindungi kirim nomor OTP. Sepertinya ada yg coba2 login ke akunku.. -_-
Negatif;Kok bisa ya ada aja tiap hari yang mau coba login ke akun @PLindungi @pedulilindungi ? Data warga negara ga aman gini @KemenkesRI @jokowi
Negatif;Ko bisa ya NIK dipake org lain , w smpe pusing nlp2 peduli lindungi perkara NIK dipake org pdhl kalo dr kabupaten dll itu udh bnr NIK aing :(
Negatif;Klo mau masuk pedulilindungi tapi gini terus, ga bisa masuk, gimana dong caranya? Apa emang pedulilindungi ga bisa di semua hp?🙃. @PLindungi @pedulilindungi #pedulilindungi  https://t.co/PMT6Y9u4bA
Negatif;kidu bgt aku baru tau masuk bank jg pake pedulilindungi
Negatif;Ketinggalan 2 bis gara² ga bisa check in pedulilindungi-_-
Negatif;Kesal masa mau cek hasil antigen Di pedulilindungi ga bisa malah bug
Negatif;Kerja yg bener bos @PLindungi  https://t.co/cRJfGLejKF
Negatif;Kenapa ya @PLindungi belom ada solusinya untuk sertifikat vaksin yg belum keluar udh 2 bulan lebih lama nya. Udh email tp gak ada jwbn yg tepat, gue bilang tmpt faskesnya udh gak ada trus gimana solusinya dia bilang ditunggu sedang diinput. Tp sampe skrng belom juga.
Negatif;Kenapa status saya di aplikasi jadi BLACK ? @PLindungi  https://t.co/Lsl6h8q7am
Negatif;kenapa NIK gue ga valid mulu hey @PLindungi
Negatif;Kenapa aplikasi taek ini singkatannya PLindungi? Mending diganti PeLi saja penyebutannya
Negatif;Kembali menelan korban...  Data meninggal setelah vaksin gak ada di pedulilindungi ????
Negatif;"Kemarin juga ngemall, peduli lindungi masih merah, trus di suruh logout, diminta ktp cocokin sertifikat vaksin, akhirnya dia yg menyerah ""yaudah mba masuk aja"". Udah email katanya mau diupdate di database tp belum juga update juga. Iya kalo semua tempat memaklumi ???? @PLindungi"
Negatif;Kemaren buka peduli lindungi terus mau scan barcode di mcd ga bisa kebuka cameranya, kirain error aplikasi sekarang buka app kamera langsung sudah buyar. iPhone perjuangan mulai kepayahan. ☺️
Negatif;keknya peduli lindungi di mall gak guna guna bgt, pengawasannya gaada😕
Negatif;Kebijakan kemana2 mesti scan pake PeduliLindungi ini kontol juga lama2. Udah 3x aja kehambat naik busway cuma karena lama mau coba check in karena Indosat sinyalnya sampah 🙃
Negatif;Ke manakah WN Singapura  kaburan yang di Indonesia saat ini?  Juga, PeduliLindungi hanya dipakai untuk formalitas di supermarket dan salah satu instansi pemerintahan di kota Bandung saat ini.  Berapa uang pajak yang dirampok Indonesia dan Singapura saat ini untuk proyek fiktif?
Negatif;Karena dibilang gue blm vaksin dilarang masuk mall, maaf pak/bu @PLindungi saya mau kerja bukan mejeng di Mall, kalau saya gk kerja keluarga sy bpk/ibu mau tanggung? Cuma karena sertifikat vaksin gue blm keluar, pdhl tuh suntikan udh masuk ketubuh gue. Yg harus tuh vaksinya ap...
Negatif;Kalo mo perbaikan data sertifikat vaksin harus gmn ya? Pengaduan lewat email udah, tp ampir 1 bln data masih blm rubah...status masih merah padahal dah vaksin 2x. Mungkin @PLindungi bisa bantu??
Negatif;Kalau aku capek, apa kamu peduli? Kalau aku sedih, apa kamu peduli? Kalau aku bete, apa kamu peduli? Kalau aku ingin manja, apa kamu peduli? Kalau aku kehujanan, apa kamu peduli? Kalau aku mau marah, apa kamu peduli? Kalau aku peduli, apa pedulimu?  Pedulilindungi
Negatif;"Kak admin @PLindungi saya ada DM di diemin aja yay.., balas ""hai.. aja sudah seneng kak.. ????"
Negatif;Kaburnya Rachel Vennya dari karantina itu sebenernya bisa dicegah kalo Rachel Vennya login di @PLindungi kan pasti ketahunan jejaknya dia kemana. Atau emang @PLindungi gak berjalan sesuai fungsi semestinya sehingga RV bisa kabur dari karantina.
Negatif;Kabarnya Rachel Vennya 2 kali gak karantina pasca balik dari Dubai yg pertama dan balik dari USA yg kedua. Kok bisa yah? Padahal @PLindungi bisa tracing kemana kita pergi. Ayyy yakin Rachel Vennya gunain @PLindungi buat tunjukin sertifikat vaksin pas di luar negeri.
Negatif;Jujur gedeg bgt! Kyk paham sampe ditingkat lapisan mana sih org2 yg bikin kebijakan nih, klo masyarakat / pengguna aplikasi peduli lindungi tuh ga smua hp nya canggih tingkat dewa yes :””” ksl bgt w
Negatif;Jenenge e peduli lindungi tapi batreiku disiksa
Negatif;Jd app pedulilindungi kepake gasih, bbrp kali masuk mall/supermarket ga kepakai ????
Negatif;jaman dimana HP segalanya. Peduli lindungi, internet, bank, map, kamera jadi satu tempat. pas error dikit itu ribet yak hahahahhahaa
Negatif;Jadi lama nungguin org donlot pedulilindungi ini mah. Gak ngantre tp nunggu org donlot 🥲.
Negatif;jadi kagak ribeut lagi, kudu bawa sertifikat yang segede gaban (lebay) itu kemana-mana, atau harus dicocok hidungnya untuk swab dll, karena ada aplikasi PeduliLindungi yang lebih ringkas dan lebih praktis #wisatajagaprokes
Negatif;Jadi ada kasus di aplikasi pedulilindungi, baru vaksin pertama tapi masuk gedung langsung merah, dicek hasil tes covidnya gak keluar, ditanyain kagak kena covid, vaksin pertama sinovac 2 bulan lalu, itu pegimana dah??
Negatif;"Iyeee... @PLindungi gak sesuai dengan semestinya. Tiap buka aplikasi pasti di suruh login pake NIK. Jadi kalau keluar dr menu,otomatis gak detect posisi kita di mana aja. Si vennya pasti gitu. Gak pake matiin hp,cukup keluar dr ""beranda"" aplikasi,otomatis uda ky log out..."
Negatif;Ini,,, @BormaToserba Cikutra... Buat scan @PLindungi nya malah menghadap di arah keluar... Pas masuk gak tau ada ini... Gak ada yg jagain juga... Stupid behavior caught on tape..  https://t.co/pvDOUkpJN7
Negatif;ini knp pedulilindungi gabisa login dehhh aelah
Negatif;Ini kenapa ngga di respon ya? @PLindungi #pedulilindunginorespon @ditpromkes @KemenkesRI @satgascovid19id #tidakbisacheckoutpedulilindungi  #gagalcheckoutpedulilindungi  https://t.co/aoXkE5xSwm
Negatif;Ini kenapa gue ga bisa instal pedulilindungi
Negatif;ini gimana sih maksud nya peduli lindungi? Kenapa ga bisa di klik bawah nya? Hp aku kurang gede ya layar nya?:') Ku ga paham salah hp aku apa salah aplikasi nya😌  https://t.co/GPSWjociAB
Negatif;Ini gimana deh, udah vaksin kedua tapi sertifikat vaksin yang kedua engga muncul di Peduli Lindungi @PLindungi -,-
Negatif;Ini gimana ceritanya tiba tiba dapat sertifikat vaksin kedua di @PLindungi hari ini?  Lah saya ga kemana mana hari ini, yang divaksin siapa kalau gitu? @KemenkesRI @KawalCOVID19 @tirta_cipeng?  https://t.co/qdz0pkAaZS
Negatif;Ini gimana cara aksesnya? Kok ga ada tombol oke ato accept? Lupa kasih? @PLindungi  https://t.co/h4krmqEFuf
Negatif;Ini gara2 deploy peduli lindungi gak sih sampai impact grab se asia 🤣🤣🤣🤣
Negatif;Ini emang gabisa milih Airport diluar Indonesia atau critical bug ni?  Mau bikin E-Hac International tp gabisa milih airport tujuan di @PLindungi   Ada yg pernah ngalamin?  https://t.co/7OvXbECEuK
Negatif;Ini aplikasi @pedulilindungi @PLindungi  pas cetak sertifikat vaksin gak bisa Mulu, padahal sudah vaksin kedua d aplikasinya ????, piye iki
Negatif;In the end nya baru bilangnya kena hack?  Percaya kok pak, data peduli lindungi saja bisa bocor...  Bedanya motif hacker peduli lindungi untuk jual data, lah kalo ini cuma buat nonton homo doang. Ga ngotak
Negatif;i need help. temen2 tau ga kenapa sertif vaksin engga muncul di aplikasi @PLindungi, pdahal udah vaksin hampir 2bulanan. smpe skrg belum muncul juga?
Negatif;"I complained to PeduliLindungi after almost 2 months, I had got my certificate. I sent messages for more than 5x and I always got the template answers. One day, I nagged to them and said ""Should I be the popular person or the chief for hearing not the template answer?"""
Negatif;hp i aneh bgt masa gk bisa install peduli lindungi, jdi kalo mau scan lewat shopee🥲
Negatif;Hi! Ini kenapa nomor handphone saya tiba2 terdaftar data penerima vaksin atas nama orang lain (yang saya tidak kenal) ya? Sertifikatnya pun masuk ke akun app PeduliLindungi saya. @KemenkesRI @kemkominfo @PLindungi
Negatif;Hi min, mohon bantuan dong untuk trouble nya ini. Padahal nik nama no telfon sama email udah bener tp kok ga bisa bisa ya buat ngakses kartu vaksin ? @PLindungi  https://t.co/NOrLHtOsLm
Negatif;Hi @PLindungi   Selamat siang. Saya mau memindahkan tiket vaksinasi Atasan saya dari akun saya ke akun beliau. Bagaimana caranya yaa? Terima kasih.
Negatif;Heran ieu gs sababarahakali WNA hyg wae asup pedulilindungi kasieunan bisi teubisa ngapung. Geus puguh etamah by NIK. 🙃
Negatif;help my peduli lindungi kenapa gak working ya? i alr vaccine 2x tapi pas mau sign in katanya nama sama niknya gak match terus coba di shopee katanya gak ada??!! alr try multiple times but still hdh
Negatif;Harusnya dibuat mudah, dipermudah atau dimudahkan... @PLindungi... Revisi kesalahan input setidaknya menjadi konsen saat pembuatan aplikasi nasional yg berhubungan dengan proses input data/databasing...  https://t.co/o5JRA6TnNa
Negatif;Hari ini hasil cek PCR papa w keluar. Di hard copy yg di kasih lab @labklinikkf di nyatakan negative. Karna hasil cek ini bakalan di pake buat kebutuhan penerbangan, papa w cek dong di app @PLindungi. Ternyata hasil di aplikasi positive (cont)
Negatif;Haloooo @PLindungi @KemenkesRI bagaimana bisa nama orang bisa masuk ke Account saya?�??  https://t.co/F31JP01A1C
Negatif;Haloo @PLindungi kalau sertifikat vaksin kedua belum keluar bagaimana ya?
Negatif;Halo2 @PLindungi  Saya mention saya dm ga ada jawaban  https://t.co/fcjOCY0SVG
Negatif;Halo, saya mau tanya tentang perubahan data jadi saya vaksin gak pake yg e-ktp sehingga pas saya log in peduli lindungi tidak terdaftar untuk no ktp saya, sedangkan ketika saya daftar memakai e-ktp saya tertulis belum vaksin. Itu bagaimana ya?  @PLindungi
Negatif;Halo min @PLindungi saya sudah vaksin covid dosis 1 tapi tidak bisa terdaftar di peduli lindungi karena NIK saya telah terdaftar atas nama orang lain karena kesalahan input dari pihak administrasi vaksin covid. sudah dari September bolak balik diurus tapi tidak ada perbaikan
Negatif;halo admin @PLindungi  ini ngaruh ga ya?? mba putri ini salah nomor. dia menggunakan nomor saya  https://t.co/9VrRT5muGx
Negatif;Halo @PLindungi sertifikat vaksin saya belum keluar, besok mau dipake mohon solusinya min?
Negatif;Halo @PLindungi sertifikat vaksin ibu saya tidak bisa dibuka karna no tlp akun ibu saya di gunakan orang lain mungkin waktu input data, ada kesalahan no ibu saya di input ke data orang lain.
Negatif;halo @PLindungi saya sudah vaksin dosis 1 dan 2 tapi kenapa sertifikatnya belum muncul ya? di app juga statusnya masih merah nih dari bulan kemarin, semoga dijawab ya, terima kasih.
Negatif;Halo @PLindungi saya sudah 2x vaksin tapi kenapa status masih vaksin pertama dan warna kuning? Tolong min terima kasih.  https://t.co/EooOgCoLql
Negatif;Halo @PLindungi kok saya tiap check in dibilang belum vaksin yah  Pdhal saya udh vaksin 2 kali. Trs ini gmana ? Untung cuma ke mall ditolak, kalo nanti pas k bandara gimana?
Negatif;halo @PLindungi kok nomer saya tiba2 terdaftar di pake buat vaksin sama orang ???????  @kemkominfo  https://t.co/eyJkhqC4Oi
Negatif;Halo @PLindungi kenapa sertifikat vaksin belum keluar sudah sebulan vaksin pertama, mohon segera dibantu min.
Negatif;halo @PLindungi ini aplikasinya gak bisa digunakan dari kemarin, udah reinstall dan restart hp tapi masih kayak gini juga. tolong bantuannya ya  https://t.co/7ltLs0ycB2
Negatif;Halo @PLindungi apakah WNA wajib menggunakan plindungi? Aksesnya sulit sekali buat mereka. Mrk tdk ada no hp indo
Negatif;halo @PLindungi , ini kenapaya tanggal vaksin saya bisa gak sesuai menurut sistem, padahal sudah benar, sertifikat vaksin jadinya gak bisa saya cetak, tolong bantuannya ya  https://t.co/nOrTLKGdrS
Negatif;Halo @PLindungi  Saya sudah vaksin tapi kok sertifikat belum muncul baik di app dan di website nya ya? Sudah 3 hari semenjak vaksin.
Negatif;Hallo, ini dari kemarin antri aja nichhh.. sistemnya tu gmn si :) aku udh urus dari September tapi disuruh kirim2 foto doang tapi kaga diurus :) @PLindungi  https://t.co/yA7Voyf8ei
Negatif;Hallo min, sertifikat vaksin adik saya 1 dan 2 belum keluar sama sekali di aplikasi PeduliLindungi. Itu gimana dong @PLindungi please fast response
Negatif;Hallo admin @PLindungi adik saya sudah vaksin sejak tanggal 1 november kok sertifikatnya belum keluar juga ya di web? Mohon bantuannya 🙏
Negatif;Hallo @PLindungi .. Tolong dong dibantu.. kok ada sertifikat org lain yg muncul di akun saya.. pastikan nomor hp org tersebut yaa.. jangan nyasar ke saya..
Negatif;Hai min mau tanya untuk WNA pemegang KITAS sudah 2 kali vaksin kenapa tidak bisa check in ya tulisannya belum checkin nih bantu dongg @PLindungi
Negatif;Hai admin @PLindungi yang dirahmati tuhan. Saya mau melaporkan status saya yang mendadak menjadi hitam tanpa saya terpapar covid atau interaksi dengan pasien covid19.
Negatif;Hai @PLindungi , kok ada notifikasi begini ya, padahal saya gak check-in ke tempat itu, bagaimana dong min? Terima kasih.  https://t.co/gC7LHQKmnJ
Negatif;Hahahaha, penggunaan PeduliLindungi kan memang berbasis paksaan.
Negatif;habis pulang mall langsung: mandi ❌ cuci tangan ❌ uninstall PeduliLindungi ✅ (biar batere gk bocor 😭)
Negatif;Habis disuruh benerin akun peduli lindungi di hp om kaget bgt ada aplikasi si montok gambar anak kecil lagi BJ wkwkkwkwk ak pura pura ga liat soalnya diliatin.
Negatif;Gue vaksin tgl 13/08/21, Awalnya gue tunggu aja mungkin agak lama keluar sertifikatnya, krna beberapa temen gue jg gtu, di sarankan untuk email. Gue email lah ke sertifikat pedulilindungi itu pd tgl 10/09/21 (email pertama), lalu gue email lagi pd tgl 14/10/21 (kedua) @PLindungi
Negatif;Gue kan udah vaksin, udah 2x malah. Vaksin Astrazeneca nah, tpi di apk pedulilindungi kaga terdaptar anjirr (laughing in pain)  https://t.co/y91j5yoeFJ
Negatif;GUE DI GHOSTING ADMIN PEDULILINDUNGI.
Negatif;gue belum dapet kartu vaksin karena salah kasih nomor anj, pantesan aja gue kira apl peduli lindungi nya yang rusak, gimana ni duh tolol banget lagian ga fokus  😭😭🙏
Negatif;Gimana ni @PLindungi masa opor opor pelayanannya, kan sudah di email dan sudah di kasih data dirinya  https://t.co/eHufBHSNLr
Negatif;Gimana kalo saat vaksin 1 dan 2 nomornya beda?  Vaksin 1 pake nomor sendiri Vaksin 2 pake nomor anak.  Itu sertifikat vaksin 1 otomatis ke muncul di nomor yg vaksin 2 atau gimana?@PeduliLin @PLindungi
Negatif;Gimana caranya login @PLindungi kalau nomor hp yg terdaftar sudah tidak aktif atau diblokir?
Negatif;gila beneran emosi banget data orangtua dipake orang lain buat vaksin sedangkan aslinya mereka belom vaksin tapi di data udah vaksin, tanggung jawab dong datanya disalahgunakan begini @PLindungi
Negatif;gblg bgt sipa mau buka peduli lindungi malah buka twitter
Negatif;Gara2 pak kompresor jd iseng nyari aplikasi peduli lindungi di playstore....jd ngakak baca komen2nya yg rata2 kasih bintang 1???? makasih pak kompresor inpo validnya???? jd pengen belajar ilmu menjilatnya????
Negatif;Gara gara app pedulilindungi w error mulu gabisa scan w gatau iseng aja nunjukin pict random dokumen kerjaan, terus di oke-in sama yg jaga awkwowkwo lucu bgt di kepala w
Negatif;Gak peduli lagi gua sama akun pedulilindungi lah setan tinggal check-in pake akun Abang gua beres.
Negatif;Gais ada yang tau akun PLindungi itu official apa palsu ya?
Negatif;Ga sinkron! @PLindungi  https://t.co/BwyoiTPr5Z
Negatif;Ga ngerti lagi kalau udah gini, udah 2 kali coba ttp gini. Datanya benar semua padahal. Cc. @KemenkesRI @PLindungi  https://t.co/yhnHHg8TlW
Negatif;fyi, maso mantos kalo so ba tumpuk banyak orang di pintu masuk, satpam mo bilang “yang so vaksin, langsung maso jo nda usah scan [peduli lindungi]” 😂  jd nda berguna ni app ini 🤣
Negatif;Faskes tempat gue vaksin aja udah gak ada, karna dia cuma vaksin merdeka. Bukan apa2 nih pak/bu yg buat @PLindungi kalian nyuruh seluruh aktifitas diluar ruangan harus menggunakan aplikasi pedulilindungi, sedangkan gue kerja di Mall tiap hari hampir disemprot security...
Negatif;evil pedulilindungi be like  pedulisetan
Negatif;Entah pedulilindungi yg bapuk atau hp gua yg ga support tapi kek tai lah gblk udah di bxc yakali gua nunggu diluar wkwkwk
Negatif;"Elu Peduli, Elu Lindungi gw yg sakit jiwa  Sebuah rangkaian tweet kesaksian betapa ""gila""nya aplikasi @PLindungi"
Negatif;Eitss malah ada lagi nih hoaks pandemi lain, berkaitan dengan pencurian data kita melalui aplikasi pedulilindungi.   Katanya data kita dicuri dan dijual gitu.. Padahal datanya aman dan dilindungi hukum.   Udah gitu ini aplikasi karya anak bangsa lho. Harus kita pakai.  https://t.co/gtisUCW37N
Negatif;Eh ini pedulilindungi gimana sih kok error
Negatif;Ebuset dah semua error @PLindungi @KemenkesRI @jokowi ????  https://t.co/42XsQCSGj2
Negatif;💙 ada yg tau ga knp aku klo scan QR code di peduli lindungi masih merah pdhl udh vaksin pertama dan udh muncul setifikat vaksin nya di peduli lindungi?
Negatif;💭 mau tanya dong yg pnya apk peduli lindungi itu sertifikat v4ksin nya knp sertifikat tidak tersedia ya pdhl udh sbnrnya atau emg apk nya bgtu ya?
Negatif;Dispar Kewalahan Terapkan Aplikasi PeduliLindungi di Wisata Pantai  https://t.co/M1Mt9XKzfy
Negatif;Di sosmed kan sering ada foto pintu depan suatu kantor, pusat belanja, tempat wisata yg menampilkan jelas QR code untuk check-in pedulilindungi,nah andaikan kita2 yg di rumah check-in massal melalu foto tersebut apakah yg akan terjadi? Tempat tersebut dianggap ramai oleh sistem?
Negatif;di korea ada pedulilindungi ga sie kalo mo ke mana2
