;Value;tweet;cleaning
93;Negatif;-rek klo masuk mall harus scan pedulilindungi, nah misal klo kita ga punya apk peduli atau hp kita lagi mati gimana? Bisa ta join pake hp temen?;rek klo masuk mall harus scan pedulilindungi nah misal klo kita ga punya apk peduli atau hp kita lagi mati gimana bisa ta join pake hp temen
94;Negatif;rada eror anjg tengah malem , mau buka gojek buat bayar ke qris malah buka peduli lindungi gblk ð­ð­ð­;rada eror anjg tengah malem mau buka gojek buat bayar ke qris malah buka peduli lindungi gblk
95;Negatif;Pusing bgt ngurus peduli lindungi;pusing bgt ngurus peduli lindungi
96;Negatif;Plis bgt indosat sinyalnya e mulu dr kmrn. Mau checkin peduli lindungi aja gabisa. Piye ikiiiii;plis bgt indosat sinyalnya  mulu dr kmrn mau checkin peduli lindungi aja gabisa piye ikiiiii
97;Negatif;Pleasee ini gimana,aku udah vaksin pertama hari rabu kemarin sampai sekaramg belum dapet sms,trus pas di cek di pedulilindungi katanya aku siap di vaksin padahal aku udah di vaksin,ini data aku belum di masukin sama pihak puskesmas nya @PLindungi;pleasee ini gimanaaku udah vaksin pertama hari rabu kemarin sampai sekaramg belum dapet smstrus pas di cek di pedulilindungi katanya aku siap di vaksin padahal aku udah di vaksinini data aku belum di masukin sama pihak puskesmas nya
98;Negatif;Pertama kali semenjak ada aturan harus scan pake pedulilindungi. Dan ternyata hasil scan pun ga di cek satpam, jadi kita mau nerobos masuk pun gapapa. ð;pertama kali semenjak ada aturan harus scan pake pedulilindungi dan ternyata hasil scan pun ga di cek satpam jadi kita mau nerobos masuk pun gapapa
99;Negatif;Percuma download klo tetep msh pakai apk pedulilindungi ð;percuma download klo tetep msh pakai apk pedulilindungi
100;Negatif;Penggunaan aplikasi PeduliLindungi di kawasan wisata yang ada di Kabupaten Ngawi, Jawa Timur, terkendala kelancaran sinyal internet, utamanya untuk daya tarik wisata di daerah pegunungan.   https://t.co/KX6X8XOFFo;penggunaan aplikasi pedulilindungi di kawasan wisata yang ada di kabupaten ngawi jawa timur terkendala kelancaran sinyal internet utamanya untuk daya tarik wisata di daerah pegunungan
101;Negatif;pengen nonton tapi pedulilindungi gua bermasalah;pengen nonton tapi pedulilindungi gua bermasalah
102;Negatif;PENGEN GANTI HP ANJENK W TADI KE CITRA LAND BUKA APP PEDULI LINDUNGI LEMOT BNGT ANJ;pengen ganti hp anjenk  tadi ke citra land buka app peduli lindungi lemot bngt anj
103;Negatif;Pengajuan PeduliLindungi untuk OPD dan Objek Wisata Belum Direspons  https://t.co/32g0NmfRZN;pengajuan pedulilindungi untuk opd dan objek wisata belum direspons
104;Negatif;Pemerintah prioritaskan keamanan data pribadi pada apliksasi peduli lindungi  #PPKMDemiRedakanPandemi  https://t.co/tsUy0xp6p4;pemerintah prioritaskan keamanan data pribadi pada apliksasi peduli lindungi
105;Negatif;Pemerintah akan memperketat penggunaan aplikasi PeduliLindungi dan protokol kesehatan di tempat-tempat publik pada periode Natal dan Tahun Baru (Nataru). Langkah itu untuk mencegah lonjakan kasus Covid-19.  https://t.co/KggEpxzouA  https://t.co/6mwHiFpT0V;pemerintah akan memperketat penggunaan aplikasi pedulilindungi dan protokol kesehatan di tempattempat publik pada periode natal dan tahun baru nataru langkah itu untuk mencegah lonjakan kasus covid
106;Negatif;Pedulilindungi warna item tapi gapernah kemana mana tuh kenapa si anjing gak jelas banget;pedulilindungi warna item tapi gapernah kemana mana tuh kenapa si anjing gak jelas banget
107;Negatif;PeduliLindungi Siap Jadi Aplikasi Sapu Jagat, Siapa Diuntungkan?  https://t.co/P5S3w7ikVz;pedulilindungi siap jadi aplikasi sapu jagat siapa diuntungkan
108;Negatif;pedulilindungi nih apa banget sih udah vaksin dosis 2 sampe meriyang sertifikat belum terbit juga, punya suami udah ada tapi punyaku bermasalah terus.;pedulilindungi nih apa banget sih udah vaksin dosis sampe meriyang sertifikat belum terbit juga punya suami udah ada tapi punyaku bermasalah terus
109;Negatif;PeduliLindungi ni gimana sih ????;pedulilindungi ni gimana sih
110;Negatif;PeduliLindungi itu sebenarnya hanya untuk mencatat perjalan kita aja atau sebagai penyaring ketika masuk kedalam suatu tempat sih? Setiap kali habis scan barcode gak ada cek apakah kita Hijau, Merah, Hitam... Yah no wonder kalo banyak penderita covid yang bisa jalan2 ke mall;pedulilindungi itu sebenarnya hanya untuk mencatat perjalan kita aja atau sebagai penyaring ketika masuk kedalam suatu tempat sih setiap kali habis scan barcode gak ada cek apakah kita hijau merah hitam yah no wonder kalo banyak penderita covid yang bisa jalan ke mall
111;Negatif;pedulilindungi is a modern 4square ga sih??? obsessed bgt scan-checkin lol;pedulilindungi is  modern square ga sih obsessed bgt scancheckin lol
112;Negatif;Pedulilindungi error mulu, gw mo keluar bangsatttt ð;pedulilindungi error mulu gw mo keluar bangsatttt
113;Negatif;Pedulilindungi aplikasi terbapuk dah ah;pedulilindungi aplikasi terbapuk dah ah
114;Negatif;Pedulilindungi aplikasi paling sampah yang pernah gw pake;pedulilindungi aplikasi paling sampah yang pernah gw pake
115;Negatif;pedulilindungi aplikasi mengerikan  https://t.co/OkZfgOrcms;pedulilindungi aplikasi mengerikan
116;Negatif;Pedulilindungi aku;pedulilindungi aku
117;Negatif;Pedulilindungi aja udh ga peduli sama lu;pedulilindungi aja udh ga peduli sama lu
118;Negatif;Peduli Lindungi, provider gembel, tai;peduli lindungi provider gembel tai
119;Negatif;Peduli lindungi w drama bet;peduli lindungi  drama bet
120;Negatif;peduli lindungi sumpah y nyusahin idup anj;peduli lindungi sumpah  nyusahin idup anj
121;Negatif;Peduli lindungi kok susah diakses knpa ya?;peduli lindungi kok susah diakses knpa ya
122;Negatif;Peduli lindungi kek ajg;peduli lindungi kek ajg
123;Negatif;Peduli lindungi kayaknya udah gk guna dah;peduli lindungi kayaknya udah gk guna dah
124;Negatif;peduli lindungi ini abisin batree loh;peduli lindungi ini abisin batree loh
125;Negatif;Peduli lindungi gue dari bulan lalu gabisa checkin di mall jadi gue harus nunjukin kk manual. Gue coba masukin Nik kaga bisa2, taunya gabisanya cuma gara nama gue kurang nama belakang BSHSHSHS LUPA PUNYA NAMA BELAKANG PLS;peduli lindungi gue dari bulan lalu gabisa checkin di mall jadi gue harus nunjukin kk manual gue coba masukin nik kaga bisa taunya gabisanya cuma gara nama gue kurang nama belakang bshshshs lupa punya nama belakang pls
126;Negatif;peduli lindungi gua gaje bgt ngentot;peduli lindungi gua gaje bgt ngentot
127;Negatif;Peduli Lindungi bisa ga ya nanti auto checkin checkout based on movement di maps gitu misal? Seenggaknya checkout soalnya suka lupa ga checkout sampe besoknya gmn tah;peduli lindungi bisa ga ya nanti auto checkin checkout based on movement di maps gitu misal seenggaknya checkout soalnya suka lupa ga checkout sampe besoknya gmn tah
128;Negatif;Peduli lindungi aplikasi tolol;peduli lindungi aplikasi tolol
129;Negatif;Payah nih aplikasi @PLindungi  masa di aplikasinya udah ada sertifikat fucksin ke 2 nya tapi status fucksin gw masih yellow. Udah 2 hari jg ð¤£ð¤£ð¤£  https://t.co/HteP0jso6e;payah nih aplikasi masa di aplikasinya udah ada sertifikat fucksin ke nya tapi status fucksin gw masih yellow udah hari jg
130;Negatif;Pas vaksin dosis pertama sy slah input Nik, alias kurang satu nomor. itu gimana ya ngatasinnya ???? @PLindungi @pedulilindungi vaksin ke 2 sy jdi ketunda ?????????ª;pas vaksin dosis pertama sy slah input nik alias kurang satu nomor itu gimana ya ngatasinnya vaksin ke sy jdi ketunda
131;Negatif;Pak/Buk @PLindungi saya mau lapor nih, sertifikat vaksin saya kok gak ada ya? padahal saya sudah vaksin, apa karena nomor handphone saya udah gak aktif ya? ada solusinya gak;pakbuk saya mau lapor nih sertifikat vaksin saya kok gak ada ya padahal saya sudah vaksin apa karena nomor handphone saya udah gak aktif ya ada solusinya gak
132;Negatif;Paansi web peduli lindungi gak jelas amat, hayoh we masukan NIK anda masukan NIK anda, kan nggeus silaing teh kehed -_-;paansi web peduli lindungi gak jelas amat hayoh we masukan nik anda masukan nik anda kan nggeus silaing teh kehed
133;Negatif;OTP expired saat masuk aplikasi PeduliLindungi kini menjadi salah satu masalah yang dikeluhkan pengguna. Bunda bisa ikuti dua cara ini sebagai alternatif.  https://t.co/7wuXYjnkLU;otp expired saat masuk aplikasi pedulilindungi kini menjadi salah satu masalah yang dikeluhkan pengguna bunda bisa ikuti dua cara ini sebagai alternatif
134;Negatif;org klo punya kedudukan jabatan kaya gitu ya? scan peduli lindungi masuk wisata aja kadang gamau ðð»;org klo punya kedudukan jabatan kaya gitu ya scan peduli lindungi masuk wisata aja kadang gamau
135;Negatif;Oiya pas kemarennya banget padahal sy dan suami tbtb di swab antigen dr puskesmas yg keliling tiap rumah dan hasilnya negatif. Bingung bgt kenapa status tbtb jadi hitam. Dan jawaban call center @PLindungi cuma nyuruh tunggu aja tanpa penjelasan yg lebih jelas atau tindak lanjut;oiya pas kemarennya banget padahal sy dan suami tbtb di swab antigen dr puskesmas yg keliling tiap rumah dan hasilnya negatif bingung bgt kenapa status tbtb jadi hitam dan jawaban call center cuma nyuruh tunggu aja tanpa penjelasan yg lebih jelas atau tindak lanjut
136;Negatif;Not my BF, di emol HPnya abis batre terus gabisa cekin pedulilindungi. Auto pulang ð¤£  https://t.co/GkZi8UGZ1l;not my bf di emol hpnya abis batre terus gabisa cekin pedulilindungi auto pulang
137;Negatif;njir gue lupa check out pedulilindungi;njir gue lupa check out pedulilindungi
138;Negatif;Ngerasa habis memory tapi harus punya aplikasi PeduliLindungi? Tenang aja Rekan Buana! karna PeduliLindungi bisa diakses dalam 15 aplikasi lainnya nih!???? Stay tune di #InfoTek;ngerasa habis memory tapi harus punya aplikasi pedulilindungi tenang aja rekan buana karna pedulilindungi bisa diakses dalam aplikasi lainnya nih stay tune di
139;Negatif;Ngantuk, mau beli kopi ke sebelah kudu pake peduli lindungi. Sedangkan hp gua lemot. Mo gimana coba.;ngantuk mau beli kopi ke sebelah kudu pake peduli lindungi sedangkan hp gua lemot mo gimana coba
140;Negatif;Negara lain mengalami Gelombang Kovid ke 3 , bagaimana dgn Indonesia @kemenkes @kemenkomarves @detikcom ?  bagaimana disiplin rakyat utk Prokes Kovid ? @PLindungi @RadioElshinta;negara lain mengalami gelombang kovid ke bagaimana dgn indonesia bagaimana disiplin rakyat utk prokes kovid
141;Negatif;Mulai menemukan ketidak efektifan aplikasi peduli lindungi;mulai menemukan ketidak efektifan aplikasi peduli lindungi
142;Negatif;Mohon untuk bantuannya @PLindungi apakah ini error atau bagaimana, karna ini SANGAT MENGGANGGU karna aplikasi ini bersifat vital penggunaannya,;mohon untuk bantuannya apakah ini error atau bagaimana karna ini sangat mengganggu karna aplikasi ini bersifat vital penggunaannya
143;Negatif;Mohon izin saya mau melaporkan terkait sertifikat vaksin ke 2 yg belum tersedia di pedulilindungi. Sebelumnya saya sudah melakukn vaksin ke 2 tgl 19 agustus 2021 di puskesmas sukamerindu di kota Bengkulu @PLindungi;mohon izin saya mau melaporkan terkait sertifikat vaksin ke yg belum tersedia di pedulilindungi sebelumnya saya sudah melakukn vaksin ke tgl agustus di puskesmas sukamerindu di kota bengkulu
144;Negatif;Mohon info @PLindungi  di dalam akun peduli lindungi saya terdapat nama org yg tidak saya kenali bagaimana cara menghapusnya dr akun saya?;mohon info di dalam akun peduli lindungi saya terdapat nama org yg tidak saya kenali bagaimana cara menghapusnya dr akun saya
145;Negatif;Mohon info @e100ss @KemenkesRI @PLindungi @pedulilindungi di apk peduli lindungi sudah tertera 'sudah vaksin pertama', namun saat cek sertif tidak ada, solusinya bagaimana?;mohon info di apk peduli lindungi sudah tertera sudah vaksin pertama namun saat cek sertif tidak ada solusinya bagaimana
146;Negatif;Mohon info @e100ss @KemenkesRI @PLindungi @pedulilindungi di apk peduli lindungi sudah tertera 'sudah vaksin pertama', namun saat cek sertif tidak ada, solusinya bagaimana?;mohon info di apk peduli lindungi sudah tertera sudah vaksin pertama namun saat cek sertif tidak ada solusinya bagaimana
147;Negatif;Mohon bantuannya min @PLindungi, Tolong min ini jadi 2 orang yg gabisa dapet sertifikat karena salah input NIK dari pihak administrasi saat vaksin;mohon bantuannya min tolong min ini jadi orang yg gabisa dapet sertifikat karena salah input nik dari pihak administrasi saat vaksin
148;Negatif;Mohon  bantuannya @PLindungi saya sudah di vaksin dosis ke 2 pada tanggal 29 september 21 bulan lalu sampai sekarang sertifikat vaksinnya belum terbit di apk peduli lindungi.mohon bantuannya;mohon bantuannya saya sudah di vaksin dosis ke pada tanggal september bulan lalu sampai sekarang sertifikat vaksinnya belum terbit di apk peduli lindungimohon bantuannya
149;Negatif;Min, input hasil antigen/pcr di aplikasi @PLindungi apa bnr lg error? Saya tes kmrn sore blm msk di aplikasinya. Kata kliniknya lg error nasional..;min input hasil antigenpcr di aplikasi apa bnr lg error saya tes kmrn sore blm msk di aplikasinya kata kliniknya lg error nasional
150;Negatif;MIN AKU MAU TANYAAA. TOLONG DIJAWAB DONG aku udah vaksin indo tapi kok pedulilindungi ku masih meraaaaah :( @PLindungi;min aku mau tanyaaa tolong dijawab dong aku udah vaksin indo tapi kok pedulilindungi ku masih meraaaaah
151;Negatif;MIN AKU MAU TANYAAA. TOLONG DIJAWAB DONG aku udah vaksin indo tapi kok pedulilindungi ku masih meraaaaah :( @PLindungi;min aku mau tanyaaa tolong dijawab dong aku udah vaksin indo tapi kok pedulilindungi ku masih meraaaaah
152;Negatif;Min @PLindungi sertifikat di peduli lindungi untuk vaksin ke-2 saya belom muncul,, sdngkn teman saya sama-sama tgl vaksin nya sdh muncul  Gimana min ??????;min sertifikat di peduli lindungi untuk vaksin ke saya belom muncul sdngkn teman saya samasama tgl vaksin nya sdh muncul gimana min
153;Negatif;Min @PLindungi bntu dong, aku gnti nomer hp, tp otp gak sampe2.. pake nomer simpati... apa kah otp ke nomer simpati bermasalah??;min bntu dong aku gnti nomer hp tp otp gak sampe pake nomer simpati apa kah otp ke nomer simpati bermasalah
154;Negatif;Mhn info dan kejelasan status. @PLindungi @pedulilindungi saya sudah BOSTER MODERNA tgl 8 September 2021 , tp tidak masuk data sertifikat vaksin. Sudah nanya ke petugas di bag. Tmpt vaksin tp ga ada kejelasan. ( saya sudah vaksin sinovac bln maret, sertifikat ada);mhn info dan kejelasan status saya sudah boster moderna tgl september tp tidak masuk data sertifikat vaksin sudah nanya ke petugas di bag tmpt vaksin tp ga ada kejelasan saya sudah vaksin sinovac bln maret sertifikat ada
155;Negatif;Mereka bilang proses perbaikan nya 1X24 jam, tapiiiiii pas aku udh bolak balik cek ke aplikasi @PLindungi sertifikat aku masih yg lama min padahal udh semingguan nih aku nunggu :')   Jd, tolong ya buat mimin bantu aku menghadapai masalah ini, terimakasih dan selamat malam.;mereka bilang proses perbaikan nya  jam tapiiiiii pas aku udh bolak balik cek ke aplikasi sertifikat aku masih yg lama min padahal udh semingguan nih aku nunggu jd tolong ya buat mimin bantu aku menghadapai masalah ini terimakasih dan selamat malam
156;Negatif;menyerah sama negara, pria ini akhirnya mengunduh aplikasi pedulilindungi;menyerah sama negara pria ini akhirnya mengunduh aplikasi pedulilindungi
157;Negatif;Mau tanya, ini rapid antigen nya tidak nyambung dengan aplikasi pedulilindungi. Apakah bisa hanya membawa hardcopy?  Terima kasih @contactap2;mau tanya ini rapid antigen nya tidak nyambung dengan aplikasi pedulilindungi apakah bisa hanya membawa hardcopy terima kasih
158;Negatif;Mau scan peduli lindungi gak bisa minta tolong sama security.. harus ngisi nik ulang. Yaudah aku keluarin ktp di liatnya.. 'mbak tahun 99 sama seumuran sayað' lah sempat2nya dia liat tahun lahir akuð  https://t.co/y5cG4F5Tca;mau scan peduli lindungi gak bisa minta tolong sama security harus ngisi nik ulang yaudah aku keluarin ktp di liatnya mbak tahun sama seumuran saya lah sempatnya dia liat tahun lahir aku
159;Negatif;Mau pesan tiket Ferry dengan aplikasi  Ferizy tapi dibilang belum vaksin.  Padahal saya sudah 2x vaksin.  Apakah ada masalah dengan @pedulilindungi @PLindungi ?;mau pesan tiket ferry dengan aplikasi ferizy tapi dibilang belum vaksin padahal saya sudah  vaksin apakah ada masalah dengan
160;Negatif;Mau ngomel kek gimanapun krn data vaksin gak keluar di peduli lindungi ya tetep aja krosceknya ke faskes ybs. Cuma sayang aja coba telp faskesnya malah diomelin duluan. Diminta lapor 119. Udah dibilang lapor via telp, email, sama cek di web gak percaya. ????;mau ngomel kek gimanapun krn data vaksin gak keluar di peduli lindungi ya tetep aja krosceknya ke faskes ybs cuma sayang aja coba telp faskesnya malah diomelin duluan diminta lapor udah dibilang lapor via telp email sama cek di web gak percaya
